0,338,no_option
0,404,established
1,338,emerging
2,212,established
2,212,established
3,212,no_option
3,495,no_option
3,66,no_option
3,144,emerging
3,341,emerging
3,55,established
3,462,no_option
3,84,no_option
3,175,established
3,155,no_option
3,10,established
3,182,no_option
4,212,no_option
4,199,no_option
4,308,no_option
4,360,no_option
4,40,emerging
4,75,emerging
4,399,no_option
4,323,no_option
4,237,established
4,64,emerging
4,213,emerging
4,228,emerging
4,272,established
4,461,established
5,376,established
5,118,no_option
5,235,established
5,161,established
5,247,no_option
5,452,emerging
5,442,established
5,472,established
5,311,no_option
5,217,no_option
5,146,emerging
5,275,emerging
5,226,emerging
5,72,no_option
5,104,no_option
5,290,no_option
5,270,no_option
5,268,emerging
5,436,established
5,255,emerging
5,113,emerging
5,149,established
6,376,established
6,428,no_option
6,271,no_option
6,256,no_option
6,49,no_option
6,337,no_option
6,90,no_option
6,138,no_option
7,376,established
7,118,established
7,96,emerging
8,376,emerging
8,14,emerging
8,275,established
8,372,emerging
9,376,established
9,365,established
9,301,established
9,76,no_option
9,293,no_option
9,388,no_option
9,297,established
9,10,established
9,488,no_option
10,161,established
10,27,no_option
10,326,established
10,349,established
11,161,no_option
11,122,established
11,153,emerging
11,324,emerging
11,90,established
11,227,established
11,353,emerging
11,431,established
11,298,no_option
11,489,emerging
12,161,established
12,247,emerging
12,305,established
12,354,established
12,304,established
12,336,established
12,260,emerging
12,237,established
12,180,established
12,278,no_option
12,174,established
13,161,established
13,54,no_option
13,367,no_option
14,161,established
14,162,established
14,269,established
14,421,emerging
14,435,established
14,330,established
14,438,emerging
14,441,no_option
15,162,established
15,60,established
15,408,established
15,39,established
15,493,established
15,493,established
16,162,emerging
16,337,established
16,408,emerging
16,360,established
16,354,emerging
16,493,established
16,86,no_option
17,162,established
17,157,emerging
17,438,no_option
17,173,emerging
17,365,no_option
17,77,emerging
17,273,emerging
17,164,established
17,165,emerging
17,316,emerging
18,192,emerging
18,204,established
18,88,established
18,21,established
19,192,emerging
19,463,no_option
19,440,emerging
19,78,no_option
20,192,emerging
20,78,no_option
20,319,established
21,192,established
21,487,established
22,137,established
22,443,emerging
22,73,no_option
23,137,established
24,137,established
24,257,emerging
24,416,emerging
24,23,established
24,90,established
24,325,no_option
24,396,emerging
24,197,established
24,276,emerging
24,89,established
24,233,emerging
24,181,emerging
24,289,established
24,202,no_option
24,417,established
24,331,emerging
25,137,emerging
25,146,no_option
25,305,emerging
25,99,no_option
25,106,emerging
26,204,emerging
26,389,emerging
26,453,emerging
26,111,established
27,204,established
27,420,no_option
27,172,no_option
27,288,no_option
27,135,no_option
27,201,no_option
28,27,established
28,434,established
28,52,established
29,27,established
29,377,established
30,27,established
30,374,established
30,374,established
30,243,established
30,350,established
30,231,established
30,14,no_option
30,444,established
30,28,established
30,63,no_option
30,196,no_option
30,83,no_option
30,292,no_option
30,388,no_option
30,149,established
30,140,established
30,479,established
30,205,no_option
30,165,established
30,457,emerging
30,370,emerging
30,329,no_option
30,250,established
31,27,established
31,320,established
31,116,no_option
32,434,established
32,122,established
32,337,established
32,328,established
33,374,emerging
33,156,emerging
34,374,emerging
34,415,no_option
34,283,no_option
34,25,established
34,12,emerging
34,1,no_option
34,453,emerging
34,448,no_option
34,255,emerging
34,252,emerging
34,424,no_option
34,94,emerging
34,432,emerging
34,489,established
34,8,emerging
34,172,no_option
34,327,no_option
34,37,no_option
34,159,no_option
34,131,emerging
34,478,no_option
34,120,established
34,427,no_option
34,351,no_option
34,286,no_option
35,243,established
35,32,emerging
35,487,emerging
35,265,no_option
36,350,established
36,446,established
36,48,established
36,283,no_option
36,330,emerging
36,107,established
36,398,emerging
36,398,emerging
36,98,established
37,24,established
37,46,no_option
37,362,emerging
37,111,established
37,85,emerging
37,477,emerging
37,82,emerging
37,486,established
37,277,no_option
37,147,established
37,177,emerging
38,24,no_option
38,402,no_option
38,40,no_option
38,115,emerging
38,149,established
38,312,emerging
38,214,emerging
38,214,established
38,412,emerging
38,490,established
38,187,established
38,484,emerging
39,24,no_option
39,215,emerging
40,24,established
40,313,emerging
40,475,no_option
40,12,established
40,392,emerging
41,452,no_option
41,42,established
41,263,established
41,119,no_option
41,451,no_option
42,452,no_option
42,357,no_option
42,103,no_option
43,442,no_option
43,237,emerging
43,180,no_option
43,346,established
44,119,established
44,337,emerging
44,239,emerging
44,172,no_option
44,385,no_option
44,487,established
44,487,established
44,493,emerging
44,154,no_option
44,276,established
44,358,no_option
44,347,emerging
44,163,no_option
44,375,no_option
45,119,established
45,449,emerging
46,119,established
46,259,emerging
46,317,no_option
46,255,no_option
46,74,emerging
46,187,established
46,348,emerging
46,89,established
46,393,no_option
47,451,established
47,45,emerging
47,124,emerging
47,221,emerging
47,191,emerging
47,384,established
47,7,established
47,95,established
47,267,no_option
47,446,no_option
47,283,emerging
47,387,emerging
47,148,emerging
47,29,emerging
47,473,emerging
47,343,emerging
47,405,emerging
48,451,no_option
48,411,no_option
48,117,emerging
49,451,emerging
49,411,no_option
49,48,no_option
49,361,no_option
50,141,established
50,51,emerging
50,229,no_option
51,141,established
51,450,emerging
51,427,no_option
52,141,emerging
52,491,established
52,210,emerging
52,282,emerging
52,494,established
52,160,no_option
53,141,established
53,259,established
53,85,emerging
53,57,established
53,365,no_option
53,58,no_option
53,407,no_option
53,190,established
53,38,established
53,427,emerging
54,491,established
54,400,emerging
54,185,no_option
54,259,established
54,203,no_option
54,355,no_option
54,3,emerging
54,423,emerging
54,299,no_option
54,176,established
54,0,no_option
54,476,no_option
54,138,established
54,465,no_option
54,356,no_option
54,246,no_option
54,100,emerging
54,233,emerging
54,61,no_option
55,313,no_option
55,471,no_option
55,333,emerging
56,313,established
56,36,no_option
56,122,no_option
57,14,emerging
57,294,established
57,300,established
58,251,emerging
58,105,established
58,108,no_option
58,133,established
58,280,established
58,275,no_option
58,486,emerging
58,422,emerging
58,382,established
58,344,established
58,297,established
59,251,emerging
59,25,no_option
59,496,no_option
59,178,emerging
59,145,emerging
59,378,emerging
59,125,established
60,251,emerging
60,400,established
61,105,emerging
61,477,established
61,244,established
61,91,established
61,492,no_option
61,2,no_option
61,134,emerging
61,5,emerging
61,345,emerging
61,351,no_option
61,306,emerging
62,183,established
62,290,established
62,230,established
62,406,emerging
62,485,emerging
63,45,established
63,315,established
64,45,emerging
64,398,emerging
65,45,emerging
65,315,emerging
66,45,emerging
67,122,established
67,43,established
67,395,emerging
67,34,no_option
67,334,no_option
67,310,established
67,459,established
67,379,no_option
67,254,no_option
67,241,established
67,368,established
67,171,established
67,332,established
67,469,established
67,424,established
67,139,no_option
67,188,no_option
67,233,established
67,62,established
67,480,established
67,274,established
67,225,established
68,122,no_option
69,337,established
69,108,established
69,146,emerging
70,337,established
70,163,established
71,397,no_option
71,195,no_option
71,281,no_option
71,276,emerging
71,458,no_option
71,307,emerging
71,433,no_option
71,242,established
72,400,no_option
72,219,emerging
73,259,established
73,482,no_option
74,259,no_option
74,392,no_option
74,35,no_option
74,369,no_option
75,108,no_option
75,97,no_option
76,108,established
76,363,established
76,135,emerging
76,167,no_option
77,108,established
77,18,established
77,418,established
77,279,established
77,66,established
78,146,established
79,146,established
79,146,emerging
80,107,established
80,218,established
80,26,no_option
80,71,no_option
81,107,established
81,130,established
82,107,established
82,354,emerging
82,210,emerging
82,194,emerging
82,26,established
83,133,established
83,460,established
83,253,established
83,359,established
84,133,established
84,456,emerging
84,290,established
84,290,established
84,65,no_option
84,65,no_option
84,9,no_option
85,54,established
85,102,no_option
85,41,no_option
85,53,established
86,184,emerging
87,157,emerging
87,123,established
87,467,established
87,198,established
87,32,established
87,22,established
88,157,no_option
88,291,established
89,222,emerging
90,158,established
90,170,established
90,322,established
91,391,no_option
91,138,established
91,364,established
92,90,established
92,69,no_option
92,360,established
92,302,established
92,312,no_option
92,200,established
92,37,no_option
93,90,no_option
93,408,no_option
94,258,established
94,310,established
94,127,established
95,258,established
95,425,established
95,12,emerging
95,15,emerging
95,238,no_option
95,92,no_option
95,309,no_option
95,318,no_option
95,224,no_option
96,258,no_option
96,25,established
96,234,no_option
97,25,established
97,410,established
98,459,established
98,152,established
98,50,established
98,30,no_option
98,406,emerging
98,80,no_option
98,10,established
98,223,established
98,223,established
99,459,established
99,209,emerging
100,227,no_option
100,179,established
101,227,established
101,12,emerging
102,362,emerging
103,438,no_option
103,207,emerging
104,453,established
104,413,established
104,31,emerging
105,85,emerging
105,63,established
105,150,established
105,101,emerging
105,381,established
106,275,emerging
106,275,established
106,439,established
107,255,emerging
107,255,no_option
107,255,emerging
107,32,no_option
108,20,emerging
109,232,established
109,332,emerging
109,380,no_option
109,481,established
109,19,no_option
109,304,no_option
109,249,no_option
110,236,established
110,266,no_option
111,236,established
111,466,emerging
111,419,established
111,429,established
111,81,established
112,236,emerging
112,386,emerging
112,206,emerging
113,423,emerging
113,321,established
114,423,emerging
114,454,emerging
115,332,emerging
115,68,established
116,94,emerging
116,437,established
116,196,no_option
116,109,emerging
116,409,established
116,372,established
116,401,no_option
116,240,emerging
116,120,established
116,264,established
116,33,established
117,94,no_option
117,168,established
117,474,emerging
117,430,established
117,455,established
118,196,emerging
118,340,no_option
119,398,emerging
119,189,emerging
120,486,no_option
120,248,no_option
120,6,emerging
120,296,no_option
121,40,emerging
121,136,emerging
121,59,established
121,166,established
122,15,established
122,65,no_option
122,483,no_option
122,285,emerging
122,67,emerging
123,4,established
124,149,established
124,335,emerging
124,342,no_option
125,284,no_option
125,16,established
125,464,established
126,489,established
126,441,no_option
126,344,established
126,445,no_option
127,239,emerging
127,373,established
127,220,no_option
128,239,established
128,239,no_option
129,373,emerging
129,371,established
129,110,established
130,383,no_option
131,65,emerging
131,211,no_option
132,390,emerging
133,390,established
133,79,emerging
134,390,no_option
134,447,emerging
135,304,emerging
135,336,established
135,44,no_option
136,66,established
136,147,established
136,112,emerging
137,147,established
137,147,no_option
138,93,established
138,470,no_option
139,17,no_option
139,394,emerging
140,17,established
140,190,established
140,131,emerging
140,426,established
140,47,no_option
141,144,emerging
141,114,emerging
141,114,emerging
141,492,established
141,245,emerging
142,144,established
142,11,established
143,407,emerging
143,403,established
143,135,emerging
143,131,no_option
143,426,no_option
143,187,emerging
144,407,emerging
144,492,established
144,2,no_option
144,99,established
144,287,established
145,406,emerging
145,38,established
145,210,emerging
145,142,established
146,339,established
147,134,established
147,186,emerging
148,134,established
148,143,emerging
148,55,established
148,56,emerging
148,132,emerging
148,70,emerging
149,29,no_option
149,414,established
149,366,established
149,303,no_option
150,29,emerging
150,468,no_option
150,99,emerging
150,193,emerging
151,344,established
151,261,no_option
151,216,no_option
152,55,established
152,314,no_option
153,312,established
153,200,no_option
153,128,no_option
154,372,established
154,13,emerging
155,151,no_option
156,496,emerging
157,496,emerging
157,496,emerging
158,165,established
158,129,no_option
159,159,no_option
159,159,emerging
160,159,no_option
161,175,no_option
162,175,no_option
162,208,no_option
162,126,established
163,276,emerging
164,392,established
164,352,established
164,262,emerging
164,87,established
165,120,established
166,461,emerging
167,461,emerging
167,295,established
168,351,emerging
168,169,no_option
169,121,no_option